User,Artist,Album,Song,ListenDate
Thepekingduck,Ed Sheeran,Give Me Love,Give Me Love,2/22/2013 23:49
Thepekingduck,Outlandish,Warrior//Worrier,Warrior//Worrier - Radio Edit,2/22/2013 23:45
Thepekingduck,The Cranberries,Classic The Cranberries,Dreams,2/22/2013 23:32
Thepekingduck,Lynyrd Skynyrd,A Retrospective,Sweet Home Alabama,2/22/2013 23:27
Thepekingduck,Adele,21,Set Fire to the Rain,2/22/2013 23:22
Thepekingduck,Rage Against the Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Bombtrack,2/18/2013 23:50
Thepekingduck,Rage Against the Machine,Rage Against The Machine/Evil Empire,Know Your Enemy,2/18/2013 23:45
Thepekingduck,Rage Against the Machine,Rage Against The Machine/Evil Empire,Bombtrack,2/18/2013 23:41
Thepekingduck,Rage Against the Machine,Body of War: Songs That Inspired an Iraq War Veteran,Guerrilla Radio,2/18/2013 23:38
Thepekingduck,Rage Against the Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Bombtrack,2/18/2013 23:29
Thepekingduck,Gavin DeGraw,Sweeter,Soldier,2/7/2013 23:11
Thepekingduck,Birdy,Birdy,People Help the People,2/7/2013 23:07
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,2/7/2013 23:03
Thepekingduck,Choir of Young Believers,We'll Never Stop Living This Way: A Ghostly Primer,Hollow Talk,2/7/2013 22:58
Thepekingduck,Gavin Mikhail,Carry On (Fun. Cover),I Will Wait For You (Mumford & Sons Cover),2/7/2013 22:53
Thepekingduck,ortoPilot,Set Fire To The Rain (originally by Adele),Set Fire To The Rain (originally by Adele),2/7/2013 22:48
Thepekingduck,Kaitlyn Rosenblum,Stereo Love (Edward Maya Acoustic Cover),Stereo Love (Edward Maya Acoustic Cover),2/7/2013 22:45
Thepekingduck,Skyfall,Skyfall Let the Sky Fall So Let the Sky Fall - Single (ADELE / James Bond - at as Skyfalls Tribute),Skyfall Let the Sky Fall So Let the Sky Fall,2/7/2013 22:40
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Rolling in the Deep,2/7/2013 22:36
Thepekingduck,Arctic Monkeys,Humbug,Dance Little Liar,2/7/2013 22:31
Thepekingduck,U2,The Best of 1980 - 1990 / B Sides,With or Without You,2/7/2013 22:24
Thepekingduck,Relient K,Forget and Not Slow Down,(If You Want It),2/7/2013 22:21
Thepekingduck,The Perishers,Let There Be Morning,Trouble Sleeping,2/7/2013 22:16
Thepekingduck,Mumford & Sons,Sigh No More,White Blank Page,2/7/2013 22:12
Thepekingduck,Kings of Leon,Come Around Sundown,Back Down South,2/7/2013 22:08
Thepekingduck,Joe Purdy,Julie Blue,I Love the Rain the Most,2/7/2013 22:03
Thepekingduck,Rise Against,Siren Song of the Counter-Culture,Swing Life Away,2/7/2013 22:00
Thepekingduck,Coldplay,A Rush of Blood to the Head,The Scientist,2/7/2013 21:55
Thepekingduck,Gavin DeGraw,Chariot - Stripped,Just Friends - Stripped Version,2/7/2013 21:50
Thepekingduck,Veronica Maggio,Satan i gatan,Välkommen in,2/7/2013 21:46
Thepekingduck,Veronica Maggio,Satan i gatan,Snälla bli min,2/7/2013 21:43
Thepekingduck,Laura Jansen,538 Hitzone 52,Use Somebody,2/7/2013 21:40
Thepekingduck,Birdy,Birdy,People Help the People,2/7/2013 21:34
Thepekingduck,Kaskade,Lessons In Love (Headhunterz Remix),Lessons In Love - Headhunterz Remix Radio Edit,2/6/2013 20:45
Thepekingduck,Kaskade,Lessons In Love (Headhunterz Remix),Lessons In Love - Headhunterz Remix Radio Edit,2/6/2013 20:45
Thepekingduck,Kane,Come Together,I Love This City,2/6/2013 20:43
Thepekingduck,Foals,My Number,My Number,2/6/2013 20:41
Thepekingduck,Swedish House Mafia,Don't You Worry Child (Radio Edit) [feat. John Martin],Don't You Worry Child (Radio Edit) [feat. John Martin],2/6/2013 20:37
Thepekingduck,Macklemore & Ryan Lewis,Thrift Shop,Thrift Shop (feat. Wanz),2/6/2013 20:33
Thepekingduck,Nielson,Zo Kan Het Dus Ook,Zo Kan Het Dus Ook,2/6/2013 20:20
Thepekingduck,De Kraaien,Ik Vind Je Lekker,Ik vind je lekker,2/6/2013 20:17
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,2/6/2013 20:13
Thepekingduck,Mumford & Sons,Lover Of The Light,Lover of the Light,2/6/2013 20:08
Thepekingduck,Bingo Players,Get Up (Rattle),Get Up (Rattle),2/6/2013 20:05
Thepekingduck,Ed Sheeran,Give Me Love,Give Me Love,2/6/2013 19:59
Thepekingduck,P!nk,The Truth About Love,Try,2/6/2013 19:55
Thepekingduck,Nielson,Beauty & De Brains,Beauty & De Brains,2/6/2013 19:52
Thepekingduck,Kaskade,Lessons In Love (Headhunterz Remix),Lessons In Love - Headhunterz Remix Radio Edit,2/6/2013 19:49
Thepekingduck,Kane,Come Together,I Love This City,2/6/2013 19:46
Thepekingduck,Labrinth,Electronic Earth,Beneath Your Beautiful,2/6/2013 19:41
Thepekingduck,MKTO,Thank You,Thank You,2/6/2013 19:38
Thepekingduck,Birdy,Birdy,People Help the People,2/1/2013 16:53
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,2/1/2013 16:49
Thepekingduck,Choir of Young Believers,We'll Never Stop Living This Way: A Ghostly Primer,Hollow Talk,2/1/2013 16:44
Thepekingduck,Gavin Mikhail,Carry On (Fun. Cover),I Will Wait For You (Mumford & Sons Cover),2/1/2013 16:39
Thepekingduck,ortoPilot,Set Fire To The Rain (originally by Adele),Set Fire To The Rain (originally by Adele),2/1/2013 16:35
Thepekingduck,Kaitlyn Rosenblum,Stereo Love (Edward Maya Acoustic Cover),Stereo Love (Edward Maya Acoustic Cover),2/1/2013 16:32
Thepekingduck,Skyfall,Skyfall Let the Sky Fall So Let the Sky Fall - Single (ADELE / James Bond - at as Skyfalls Tribute),Skyfall Let the Sky Fall So Let the Sky Fall,2/1/2013 16:27
Thepekingduck,Braaf,De Last Van Mijn Schouders,Breindomein II,1/29/2013 22:47
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,1/29/2013 22:03
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,1/29/2013 22:03
Thepekingduck,Laura Jansen,538 Hitzone 52,Use Somebody,1/29/2013 22:00
Thepekingduck,Gavin DeGraw,Sweeter,Soldier,1/29/2013 21:56
Thepekingduck,Birdy,Birdy,People Help the People,1/29/2013 21:54
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,1/29/2013 21:50
Thepekingduck,Choir of Young Believers,We'll Never Stop Living This Way: A Ghostly Primer,Hollow Talk,1/29/2013 21:36
Thepekingduck,Gavin Mikhail,Carry On (Fun. Cover),I Will Wait For You (Mumford & Sons Cover),1/29/2013 21:32
Thepekingduck,Kaitlyn Rosenblum,Stereo Love (Edward Maya Acoustic Cover),Stereo Love (Edward Maya Acoustic Cover),1/29/2013 21:26
Thepekingduck,Meena,Where The Blues Crosses Over 2010,Nothing Left,1/29/2013 21:20
Thepekingduck,Shakura S'Aida,Brown Sugar,Mr. Right,1/29/2013 21:16
Thepekingduck,Tommy Castro,Hard Believer,Backup Plan,1/29/2013 21:11
Thepekingduck,Hardwell,Apollo,Apollo - Radio Edit,1/29/2013 21:06
Thepekingduck,Tom Odell,Songs from Another Love,Another Love - 2012,1/28/2013 23:43
Thepekingduck,Matt Simons,Pieces,With You,1/28/2013 23:40
Thepekingduck,Lucy Rose,Like I Used To,Middle of the Bed,1/28/2013 23:37
Thepekingduck,The Opposites,Hey DJ,Hey DJ,1/28/2013 23:33
Thepekingduck,Michael Bublé,Michael Bublé meets Madison Square Garden,Lost - Live From Madison Square Garden,1/26/2013 23:33
Thepekingduck,Michael Bublé,Michael Bublé meets Madison Square Garden,I've Got The World On A String - Live From Madison Square Garden,1/26/2013 23:30
Thepekingduck,Michael Bublé,Michael Bublé meets Madison Square Garden,Call Me Irresponsible - Live From Madison Square Garden,1/26/2013 23:27
Thepekingduck,Michael Bublé,Michael Bublé meets Madison Square Garden,Me And Mrs. Jones - Live From Madison Square Garden,1/26/2013 23:22
Thepekingduck,Michael Bublé,Michael Bublé meets Madison Square Garden,I'm Your Man - Live From Madison Square Garden,1/26/2013 23:18
Thepekingduck,Michael Bublé,Special Delivery,Orange Colored Sky,1/26/2013 23:15
Thepekingduck,Michael Bublé,Special Delivery,I'm Beginning to See the Light,1/26/2013 23:12
Thepekingduck,Michael Bublé,Special Delivery,Dream a Little Dream of Me,1/26/2013 23:09
Thepekingduck,Michael Bublé,Special Delivery,Softly as I Leave You,1/26/2013 23:05
Thepekingduck,Michael Bublé,Special Delivery,These Foolish Things (Remind Me of You),1/26/2013 23:00
Thepekingduck,Macklemore,Can't Hold Us,Can't Hold Us (feat. Ray Dalton),1/26/2013 22:54
Thepekingduck,Hi-Tek,Reflection Eternal [Train Of Thought],Soul Rebels,1/26/2013 22:49
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Plot,1/26/2013 22:47
Thepekingduck,Villagers,{Awayland} (Digital Deluxe),Earthly Pleasure,1/26/2013 22:43
Thepekingduck,Gavin DeGraw,Sweeter,Spell It Out,1/26/2013 22:39
Thepekingduck,Gavin Mikhail,Carry On (Fun. Cover),I Will Wait For You (Mumford & Sons Cover),1/26/2013 15:56
Thepekingduck,ortoPilot,Set Fire To The Rain (originally by Adele),Set Fire To The Rain (originally by Adele),1/26/2013 15:51
Thepekingduck,Kaitlyn Rosenblum,Stereo Love (Edward Maya Acoustic Cover),Stereo Love (Edward Maya Acoustic Cover),1/26/2013 15:48
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Plot,1/26/2013 15:44
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Uprising,1/26/2013 15:41
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,Stitch by Stitch / Interlude,1/26/2013 15:38
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,All Of This Is Yours,1/26/2013 15:33
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,Hand Me Downs,1/26/2013 15:30
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Plot,1/26/2013 15:26
Thepekingduck,Ben Caplan,In The Time Of The Great Remembering,Down to the River,1/26/2013 15:21
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,1/26/2013 15:16
Thepekingduck,Kensington,Home Again,Home Again,1/26/2013 13:26
Thepekingduck,One Direction,Take Me Home: Yearbook Edition,Kiss You,1/26/2013 13:23
Thepekingduck,De Kraaien,Ik Vind Je Lekker,Ik vind je lekker,1/26/2013 13:19
Thepekingduck,The Opposites,Hey DJ,Hey DJ,1/26/2013 13:15
Thepekingduck,Ed Sheeran,Give Me Love,Give Me Love,1/26/2013 13:10
Thepekingduck,Kane,Come Together,Come Together,1/26/2013 13:04
Thepekingduck,Ben Pearce,What I Might Do,What I Might Do - Radio Edit,1/26/2013 13:00
Thepekingduck,Matt Simons,Pieces,With You,1/26/2013 12:56
Thepekingduck,Dr. Dre,Kush,Kush - Main,1/26/2013 12:53
Thepekingduck,Nas,10 Year Anniversary Illmatic Platinum Series,Represent,1/26/2013 12:49
Thepekingduck,Craig Mack,Bad Boy's 10th Anniversary- The Hits,Flava In Ya Ear Remix - feat. Notorious B.I.G. L.L. Cool J Busta Rhymes Rampage,1/26/2013 12:44
Thepekingduck,Gang Starr,Full Clip: A Decade Of Gang Starr,Full Clip,1/26/2013 12:40
Thepekingduck,Big L,The Big Picture,The Enemy,1/26/2013 12:37
Thepekingduck,Method Man,Black Out,Da Rockwilder - Explicit Version,1/26/2013 12:35
Thepekingduck,Nas,It Was Written (clean version),I Gave You Power,1/26/2013 12:31
Thepekingduck,JAY-Z,Original Album Classics,D'Evils,1/26/2013 12:28
Thepekingduck,Prodigy,Invaders Must Die,Omen - Noisia Remix,1/26/2013 12:24
Thepekingduck,Noisia,Split the Atom,Shellshock,1/26/2013 12:20
Thepekingduck,The Lumineers,The Lumineers,Flowers in Your Hair,1/26/2013 12:17
Thepekingduck,Alex Clare,The Lateness Of the Hour,Too Close,1/26/2013 12:13
Thepekingduck,Rudimental,Feel the Love,Feel the Love - feat. John Newman,1/26/2013 12:07
Thepekingduck,Sub Focus,Tidal Wave,Tidal Wave,1/26/2013 12:04
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,1/26/2013 12:00
Thepekingduck,Frank Ocean,channel ORANGE,Lost,1/26/2013 3:07
Thepekingduck,M83,Hurry Up We're Dreaming,Midnight City,1/26/2013 3:03
Thepekingduck,Jake Bugg,Jake Bugg,Lightning Bolt,1/26/2013 3:00
Thepekingduck,Coldplay,Mylo Xyloto,Princess of China,1/26/2013 2:56
Thepekingduck,Carly Rae Jepsen,Call Me Maybe,Call Me Maybe,1/26/2013 2:53
Thepekingduck,The Pogues,Fairytale of New York,Fairytale of New York,1/26/2013 2:49
Thepekingduck,Calvin Harris,18 Months,Feel So Close,1/26/2013 2:45
Thepekingduck,Alex Clare,The Lateness Of the Hour,Too Close,1/26/2013 2:41
Thepekingduck,Emeli Sandé,Our Version of Events,Clown,1/26/2013 2:37
Thepekingduck,Emeli Sandé,Our Version of Events,Read All About It Pt. III,1/26/2013 2:29
Thepekingduck,The Script,#3 Deluxe Version,Hall of Fame,1/26/2013 2:25
Thepekingduck,Gabrielle Aplin,The Power of Love,The Power of Love,1/26/2013 2:23
Thepekingduck,Calvin Harris,18 Months,Sweet Nothing,1/26/2013 2:19
Thepekingduck,will.i.am,Scream & Shout,Scream & Shout,1/26/2013 2:13
Thepekingduck,James Arthur,Impossible,Impossible,1/26/2013 2:10
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Plot,1/26/2013 1:46
Thepekingduck,Ben Caplan,In The Time Of The Great Remembering,Down to the River,1/26/2013 1:41
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,1/25/2013 21:26
Thepekingduck,Dilated Peoples,Neighborhood Watch,Love And War,1/25/2013 21:21
Thepekingduck,Dilated Peoples,Expansion Team,Worst Comes To Worst - Edited,1/25/2013 21:17
Thepekingduck,Dilated Peoples,Expansion Team,Live On Stage - Edited,1/25/2013 21:12
Thepekingduck,Hi-Tek,Reflection Eternal [Train Of Thought],Soul Rebels,1/25/2013 17:09
Thepekingduck,Tommy Tee,2 Legender Utan Penger,BB Berättelsen,1/25/2013 17:07
Thepekingduck,AZ,Doe or Die,Mo Money Mo Murder (Homicide),1/25/2013 16:56
Thepekingduck,Feed Me,,BBC Radio 1 Essential Mix 08-09-12,1/22/2013 19:14
Thepekingduck,Feed Me,,BBC Radio 1 Essential Mix 08-09-12,1/22/2013 19:14
Thepekingduck,Skyfall,Skyfall Let the Sky Fall So Let the Sky Fall - Single (ADELE / James Bond - at as Skyfalls Tribute),Skyfall Let the Sky Fall So Let the Sky Fall,1/19/2013 19:09
Thepekingduck,Arne Domnérus,Guldkorn,Boogie Stop Shuffle,1/6/2013 17:53
Thepekingduck,Arne Domnérus,Guldkorn,Boogie Stop Shuffle,1/6/2013 17:53
Thepekingduck,Arne Domnérus,Guldkorn,Car Rider,1/6/2013 17:50
Thepekingduck,Arne Domnérus,Guldkorn,I Can't Get Started,1/6/2013 17:47
Thepekingduck,Arne Domnérus,Guldkorn,I've Got My Love To Keep Me Warn,1/6/2013 17:44
Thepekingduck,Arne Domnérus,Guldkorn,Conversation,1/6/2013 17:41
Thepekingduck,Arne Domnérus,Guldkorn,Love Walked In,1/6/2013 17:38
Thepekingduck,Arne Domnérus,Guldkorn,Everything But  You,1/6/2013 17:35
Thepekingduck,Arne Domnérus,Guldkorn,Boddy and Soul,1/6/2013 17:32
Thepekingduck,Arne Domnérus,Guldkorn,Chloe,1/6/2013 17:29
Thepekingduck,George Shearing,The Shearing Piano,Stella by Starlight,1/6/2013 17:26
Thepekingduck,George Shearing,Quintessentially Shearing,Little White Lies,1/6/2013 17:23
Thepekingduck,George Shearing,The Best Of George Shearing (1955-1960),Have You Met Miss Jones?,1/6/2013 17:21
Thepekingduck,George Shearing,The Ultimate George Shearing,Autumn Leaves,1/6/2013 17:19
Thepekingduck,Django Reinhardt,Best Of - Heritage Jazz,Louise,1/6/2013 17:16
Thepekingduck,Django Reinhardt,Best Of - Heritage Jazz,My Serenade,1/6/2013 17:13
Thepekingduck,Django Reinhardt,Best Of - Heritage Jazz,Mino swing,1/6/2013 17:10
Thepekingduck,Django Reinhardt,The Best Of Django Reinhardt,Django's Tiger - .,1/6/2013 17:07
Thepekingduck,Stéphane Grappelli,Trésors Django Reinhardt,Minor Swing,1/6/2013 17:04
Thepekingduck,George Shearing,Amelie From Montmartre,Guilty,1/6/2013 17:01
Thepekingduck,Johannes Knecht,Die Kinder des Monsieur Mathieu,Les choristes (arr. R. Butz for children's choir and piano): Cerf-volant,1/6/2013 16:58
Thepekingduck,Yo-Yo Ma,Inspired By Bach: The Cello Suites,Unaccompanied Cello Suite No. 1 in G Major BWV 1007/Prélude,1/6/2013 16:56
Thepekingduck,久石譲,Joe Hisaishi Meets Kitano,Sonatine I-Act Of Violence,1/6/2013 16:52
Thepekingduck,Sad Piano Music Collective,Sad Piano Music- Sad Piano Songs and Melancholy Music,Hills,1/6/2013 16:49
Thepekingduck,Johann Sebastian Bach,Bach: Harpsichord Concertos Triple Concerto,Concerto in F Minor (BWV 1056): II. Largo,1/6/2013 16:46
Thepekingduck,Claude Debussy,Classical Classics,Clair De Lune (as heard on Twilight),1/6/2013 16:42
Thepekingduck,Nikolaus Harnoncourt,Mozart : Requiem,Mozart : Requiem in D minor K626 : VIII Lacrimosa,1/6/2013 16:39
Thepekingduck,Brian Crain,Piano and Light,Imagining,1/6/2013 16:36
Thepekingduck,Kölner Rundfunk-Sinfonie-Orchester,Carl Maria Von Weber: Euryanthe (Köln 1958),Euryanthe: Dritter Aufzug Nein ! Lat ihn frei !,1/6/2013 16:34
Thepekingduck,Claude Debussy,Debussy Piano Music,deux arabesque,1/6/2013 16:30
Thepekingduck,Jack Wall,Video Games Live,Medal of Honor (Live),1/6/2013 16:24
Thepekingduck,Frédéric Chopin,Chopin,Nocturne No. 2 in E flat Major Op. 92,1/6/2013 16:20
Thepekingduck,Ludwig van Beethoven,Classical Music In Movies,Piano Sonata No.14 In C Sharp Minor Op.27_2 - 1st Movement 'Moonlight,1/6/2013 16:17
Thepekingduck,Johannes Knecht,Die Kinder des Monsieur Mathieu,Les choristes (arr. R. Butz for children's choir and piano): Cerf-volant,1/6/2013 16:14
Thepekingduck,Frédéric Chopin,150 Classical Masterpieces,Polonaise Fantasie #7 In A Flat Op. 61,1/6/2013 16:12
